0.024855357	0.038003966	 	9.446021E-4
0.06095483	0.08094973	 	0.0049342774
0.0	0.0020967424	 	0.0
0.043896876	0.0921114	 	0.0040434026
0.049712293	0.063712254	 	0.0031672823
0.32353064	0.42981032	 	0.1390568
0.059327964	0.08213645	 	0.0048729884
0.15029287	0.14535487	 	0.0218458
0.023873292	0.066524446	 	0.0015881575
0.053308953	0.06645268	 	0.003542523
0.05469209	0.16017646	 	0.008760385
0.04470634	0.065706134	 	0.0029374808
0.044740736	0.057917595	 	0.0025912758
0.15793358	0.26374626	 	0.04165439
0.0024964076	0.0037298203	 	9.311151E-6
0.0054538	0.0036368966	 	1.9834906E-5
6.582951E-4	2.168119E-4	 	1.4272621E-7
3.163591E-4	3.5363436E-4	 	1.1187545E-7
0.006718344	0.004269004	 	2.8680637E-5
0.003192056	0.003703773	 	1.1822651E-5
0.015927501	0.019537369	 	3.1118147E-4
0.0036818348	0.0041193366	 	1.5166716E-5
0.0021822583	9.83715E-4	 	2.1467204E-6
4.2780116E-4	7.507801E-4	 	3.2118461E-7
0.015874993	0.03180778	 	5.049483E-4
0.011058979	0.008703381	 	9.62505E-5
0.0054265503	0.0031855702	 	1.7286657E-5
0.013250273	0.012214422	 	1.6184442E-4
0.0014050342	0.0021389723	 	3.0053293E-6
0.102016225	0.15389949	 	0.015700245
3.0209497E-4	4.7326088E-5	 	1.42969725E-8
0.0068082623	0.016286537	 	1.1088302E-4
0.007835284	0.011402249	 	8.933986E-5
0.007674519	0.011791229	 	9.0492016E-5
0.00808049	0.004769683	 	3.8541373E-5
3.5227835E-4	1.9013882E-4	 	6.698179E-8
0.0045642033	0.008314639	 	3.7949703E-5
0.0010638162	7.247925E-5	 	7.71046E-8
0.13381764	0.4649384	 	0.06221696
0.0012077689	0.00262928	 	3.1755628E-6
0.004721239	0.005047083	 	2.3828487E-5
0.0016992427	8.5639954E-4	 	1.4552307E-6
0.0077723935	0.014706362	 	1.14303635E-4
0.008160353	0.017310888	 	1.4126295E-4
0.0027618632	0.0034741163	 	9.595034E-6
0.0014531165	0.0017791614	 	2.5853287E-6
0.005437307	0.006047994	 	3.28848E-5
0.002398625	0.002728045	 	6.543557E-6
